episode,reward,epsilon,loss,success
45,-758,0.798065677681905,0.033386154109612105,0
46,-749,0.7940753492934954,0.03190285036806017,0
47,-677,0.7901049725470279,0.03281903786119074,0
48,-560,0.7861544476842928,0.03424387529026717,0
49,-704,0.7822236754458713,0.032647056351415814,0
50,-569,0.778312557068642,0.03178452465217561,0
51,-623,0.7744209942832988,0.07039249475114047,0
52,-524,0.7705488893118823,0.039884884310886264,0
53,-560,0.7666961448653229,0.0413611176237464,0
54,-659,0.7628626641409962,0.039549200045876205,0
55,-668,0.7590483508202912,0.03912158369552344,0
56,-605,0.7552531090661897,0.03629879314918071,0
57,-758,0.7514768435208588,0.040346778579987586,0
58,-650,0.7477194593032545,0.041559632690623405,0
59,-650,0.7439808620067382,0.042682661241851744,0
60,-614,0.7402609576967045,0.04021889369003475,0
61,-524,0.736559652908221,0.08871318644378334,0
62,-740,0.7328768546436799,0.04755727494135499,0
63,-524,0.7292124703704616,0.04424754064064473,0
64,-217,0.7255664080186093,0.0451916357541972,1
65,-623,0.7219385759785162,0.047725989054888486,0
66,-767,0.7183288830986236,0.04560022974852473,0
67,-53,0.7147372386831305,0.044948723520441304,1
68,-596,0.7111635524897149,0.04718881380744278,0
69,-623,0.7076077347272662,0.04595663955900818,0
70,-677,0.7040696960536299,0.041622963587287815,0
71,-515,0.7005493475733617,0.07532455889508129,0
72,-569,0.697046600835495,0.04951173754408956,0
73,-596,0.6935613678313175,0.04696657843887806,0
74,-623,0.6900935609921609,0.04049276237608865,0
75,-429,0.6866430931872001,0.04118326533999708,1
76,-587,0.6832098777212641,0.040713885687291625,0
77,-623,0.6797938283326578,0.0397782983398065,0
78,-578,0.6763948591909945,0.03909919279161841,0
79,-506,0.6730128848950395,0.04029031779384241,0
80,-578,0.6696478204705644,0.03513379934243858,0
81,-271,0.6662995813682115,0.09831561128154767,1
82,-533,0.6629680834613705,0.05000829345313832,0
83,-596,0.6596532430440636,0.04929099263390526,0
84,-506,0.6563549768288433,0.044837945175822826,0
85,-421,0.653073201944699,0.045272327718584866,1
86,-515,0.6498078359349755,0.047704632317181674,0
87,-641,0.6465587967553006,0.04654959039762616,0
88,-533,0.6433260027715241,0.04851759762503207,0
89,-497,0.6401093727576664,0.044798041335307064,0
90,-605,0.6369088258938781,0.041739886098075656,0
91,-623,0.6337242817644086,0.10164733213372529,0
92,-320,0.6305556603555866,0.04634219780564308,1
93,-479,0.6274028820538087,0.050753294466994704,0
94,-470,0.6242658676435396,0.05018708584830165,0
95,-560,0.6211445383053219,0.04696083833114244,0
96,-470,0.6180388156137953,0.0466762193501927,0
97,-515,0.6149486215357263,0.04489720922196284,0
98,-506,0.6118738784280476,0.051957361100940035,0
99,-569,0.6088145090359074,0.047181215420132504,0
100,-479,0.6057704364907278,0.0474536766228266,0
101,-515,0.6027415843082742,0.08594346227357164,0
102,-578,0.5997278763867329,0.050707842118572446,0
103,-134,0.5967292370047992,0.049738853030638505,1
104,-515,0.5937455908197752,0.05411287519615143,0
105,-596,0.5907768628656763,0.047457669898867606,0
106,-542,0.5878229785513479,0.048179445118876174,0
107,-488,0.5848838636585911,0.049727264061803,0
108,-524,0.5819594443402982,0.05040641424129717,0
109,-443,0.5790496471185967,0.05014133863849565,0
110,-542,0.5761543988830038,0.05116163113620132,0
111,-479,0.5732736268885887,0.09612449242849834,0
112,-506,0.5704072587541458,0.05288936668075621,0
113,-587,0.567555222460375,0.05599083932000212,0
114,-506,0.5647174463480732,0.053743509628111495,0
115,-533,0.5618938591163328,0.0523691513761878,0
116,-560,0.5590843898207511,0.055287971068173646,0
117,-488,0.5562889678716474,0.0546906679647509,0
118,-479,0.5535075230322891,0.05396386617561802,0
119,-479,0.5507399854171277,0.05245537848095409,0
120,-416,0.547986285490042,0.049606610193150116,0
121,-497,0.5452463540625918,0.1076223809295334,0
122,-146,0.5425201222922789,0.05697557966272205,1
123,-115,0.5398075216808175,0.06127398158742549,1
124,-371,0.5371084840724134,0.05661674864590168,0
125,-488,0.5344229416520513,0.055541014047339556,0
126,-497,0.531750826943791,0.056646458806935696,0
127,-497,0.5290920728090721,0.05607518636621535,0
128,-241,0.5264466124450268,0.05225160967477956,1
129,-461,0.5238143793828016,0.04833540969993919,0
130,-380,0.5211953074858876,0.05043025530176237,0
131,-479,0.5185893309484582,0.13474916821345687,0
132,-84,0.5159963842937159,0.0753576106420069,1
133,-398,0.5134164023722473,0.07451358001578498,1
134,-61,0.510849320360386,0.06024854833705594,1
135,-209,0.5082950737585841,0.06902657539905173,1
136,-54,0.5057535983897912,0.09223691118546785,1
137,-533,0.5032248303978422,0.06984132178127765,0
138,-542,0.500708706245853,0.06760033045895397,0
139,-524,0.4982051627146237,0.06586643259273842,0
140,-389,0.49571413690105054,0.06500772510655224,0
141,-271,0.4932355662165453,0.1540162075884067,1
142,-470,0.4907693883854626,0.08832210002467036,0
143,-533,0.4883155414435353,0.08352567851310595,0
144,-56,0.4858739637363176,0.055313487886451185,1
145,-479,0.483444593917636,0.07584488403750583,0
146,-497,0.4810273709480478,0.07104385500075296,0
147,-461,0.47862223409330756,0.061697672535665334,0
148,-479,0.47622912292284103,0.0578672959562391,0
149,-515,0.4738479773082268,0.06074564373120665,0
150,-306,0.47147873742168567,0.06254705857903953,1
151,-443,0.46912134373457726,0.20858160128816963,0
152,-515,0.46677573701590436,0.08822258359286934,0
153,-497,0.46444185833082485,0.07382661539129913,0
154,-355,0.46211964903917074,0.07115534868521187,1
155,-33,0.4598090507939749,0.057786165333042545,1
156,-479,0.457510005540005,0.06902954047778621,0
157,-31,0.45522245551230495,0.06522853544447571,1
158,-515,0.4529463432347434,0.07088137875311076,0
159,-295,0.4506816115185697,0.06755407735115694,1
160,-479,0.4484282034609769,0.06678031975403428,0
161,-147,0.446186062443672,0.2646650697873986,1
162,-249,0.4439551321314536,0.1425268751465612,1
163,-443,0.4417353564707963,0.11167805411852896,0
164,-524,0.43952667968844233,0.09193369674496353,0
165,-88,0.43732904629000013,0.09609003481455147,1
166,-506,0.4351424010585501,0.08808154955040663,0
167,-461,0.43296668905325736,0.0825102877849713,0
168,-19,0.43080185560799106,0.09111040754413063,1
169,-363,0.4286478463299511,0.07739112502063758,1
170,-506,0.42650460709830135,0.07354318340308964,0
171,-84,0.42437208406280985,0.4037512899686893,1
172,-524,0.4222502236424958,0.14863442515954375,0
173,-389,0.42013897252428334,0.1123515599872917,0
174,-261,0.4180382776616619,0.10397401041993799,1
175,-282,0.4159480862733536,0.09193208754240047,1
176,-161,0.41386834584198684,0.08977800970989289,1
177,-237,0.4117990041127769,0.08909177918519293,1
178,-21,0.40974000909221303,0.08002986460924148,1
179,-434,0.40769130904675194,0.08543688223697245,0
180,-192,0.40565285250151817,0.07627848421151821,1
181,-446,0.4036245882390106,0.2928935677418249,1
182,-177,0.4016064652978155,0.16591386410473574,1
183,-443,0.3995984329713264,0.135241091363132,0
184,-434,0.3976004408064698,0.11533487653359771,0
185,-130,0.39561243860243744,0.10420296454160917,1
186,-416,0.3936343764094253,0.1002150050457567,0
187,-389,0.39166620452737816,0.10005945541430265,0
188,-63,0.3897078735047413,0.0998370522298874,1
189,-16,0.3877593341372176,0.09406695377669837,1
190,-389,0.3858205374665315,0.09716114175505935,0
191,-80,0.38389143477919885,0.639099749478888,1
192,-61,0.3819719776053028,0.34476985278967265,1
193,-416,0.3800621177172763,0.20586508234962822,0
194,-5,0.37816180712868996,0.16175280855252192,1
195,-182,0.37627099809304654,0.15010588325989935,1
196,-45,0.3743896431025813,0.1422418064604967,1
197,-398,0.37251769488706843,0.12841072387993335,0
198,-56,0.3706551064126331,0.12311529729049653,1
199,-407,0.36880183088056995,0.11264218552038073,0
200,6,0.3669578217261671,0.10047866416474184,1
201,-287,0.36512303261753626,0.4305640426350803,1
202,-41,0.3632974174544486,0.24326238717351642,1
203,-406,0.3614809303671764,0.21565930887012724,1
204,-362,0.3596735257153405,0.15444388138130308,0
205,-479,0.3578751580867638,0.1404507292062044,0
206,-425,0.35608578229633,0.10970221263356507,0
207,-306,0.3543053533848483,0.0991085032662733,1
208,-362,0.35253382661792404,0.09072381669655442,0
209,-56,0.3507711574848344,0.1029325853578928,1
210,7,0.34901730169741024,0.08339255542627402,1
211,-389,0.3472722151889232,0.48486489363014695,0
212,-5,0.3455358541129786,0.22794179092435277,1
213,-389,0.3438081748424137,0.18440294148400427,0
214,-22,0.3420891339682016,0.15472107887268066,1
215,-326,0.3403786882983606,0.14708361567929387,0
216,-20,0.3386767948568688,0.11273391731083393,1
217,-452,0.33698341088258443,0.13065803207457066,0
218,-344,0.3352984938281715,0.13223604043014348,0
219,-443,0.33362200135903064,0.12437655196525156,0
220,-68,0.33195389135223546,0.11241725055684507,1
221,-35,0.3302941218954743,1.1655585050582886,1
222,-479,0.32864265128599696,0.3851557077467442,0
223,-335,0.326999438029567,0.20203949831426143,0
224,-36,0.3253644408394192,0.14781616237901507,1
225,-27,0.3237376186352221,0.16250344999134542,1
226,-425,0.322118930542046,0.14368612641468645,0
227,-60,0.32050833588933575,0.13735031978123718,1
228,-14,0.31890579420988907,0.13690296904398844,1
229,-294,0.3173112652388396,0.12866612500798555,1
230,-344,0.3157247089126454,0.12469006317667664,0
231,-335,0.3141460853680822,0.48838061779737474,0
232,-407,0.3125753549412418,0.21148029044270517,0
233,-301,0.31101247816653554,0.1579000782687217,1
234,-41,0.30945741577570285,0.1301705910322758,1
235,-470,0.3079101286968243,0.13759320292621852,0
236,-21,0.3063705780533402,0.10407786426090058,1
237,-16,0.30483872516307353,0.12930278989829516,1
238,-389,0.3033145315372582,0.11822547546587885,0
239,-344,0.3017979588795719,0.11793655076064169,0
240,-2,0.30028896908517405,0.1080780066549778,1
241,-31,0.2987875242397482,1.133181037271724,1
242,-3,0.29729358661854943,0.704229720433553,1
243,-67,0.29580711868545667,0.5534450079119483,1
244,7,0.2943280830920294,0.47012744205338614,1
245,-416,0.29285644267656924,0.3322609350085258,0
246,-54,0.2913921604631864,0.2723611470980522,1
247,-32,0.28993519966087045,0.2400912765194388,1
248,-35,0.2884855236625661,0.25049371760467004,1
249,-344,0.28704309604425327,0.22063545115292071,0
250,-23,0.285607880564032,0.19098730843800765,1
251,-524,0.28417984116121187,0.6190719147771597,0
252,4,0.2827589419554058,0.33949767579050627,1
253,-21,0.28134514724562876,0.32202700960139435,1
254,-243,0.2799384215094006,0.29577276774992545,1
255,9,0.27853872940185365,0.2651898264884949,1
256,-170,0.27714603575484437,0.2600713792172345,1
257,-371,0.2757603055760701,0.23590560115873813,0
258,-246,0.2743815040481898,0.2002796141325303,1
259,-12,0.2730095965279488,0.15212797572215397,1
260,-67,0.27164454854530906,0.1572401559410187,1
261,-61,0.2702863258025825,1.0425246261261605,1
262,-18,0.2689348941735696,0.6458665955634344,1
263,-371,0.26759021970270175,0.3985214076191187,0
264,-362,0.2662522686041882,0.24773323949426412,0
265,-79,0.2649210072611673,0.1828607812523842,1
266,-48,0.26359640222486147,0.19402233883738518,1
267,-326,0.26227842021373715,0.16650918535888196,0
268,-116,0.2609670281126685,0.16339535426635007,1
269,13,0.25966219297210513,0.16565175727009773,1
270,-3,0.2583638820072446,0.15522436300913492,1
271,-127,0.2570720625972084,0.7276729285082919,1
272,-326,0.25578670228422234,0.3186054915189743,0
273,-72,0.25450776877280124,0.2487577230979999,1
274,-326,0.2532352299289372,0.16994440935552121,0
275,-353,0.2519690537792925,0.14069272425025703,0
276,-1,0.2507092085103961,0.13653796997207862,1
277,-3,0.2494556624678441,0.10557242638121049,1
278,-11,0.24820838415550486,0.10864447057247162,1
279,-40,0.24696734223472733,0.13075988871209762,1
280,-308,0.2457325055235537,0.12048076516017318,0
281,-225,0.24450384299593592,0.49016263861526815,1
282,-290,0.24328132378095624,0.22627168633043765,0
283,-22,0.24206491716205145,0.16993585648015141,1
284,-24,0.2408545925762412,0.16629973757598135,1
285,-281,0.23965031961336,0.14410981599241496,0
286,-344,0.2384520680152932,0.11324510607868433,0
287,-140,0.23725980767521673,0.11045627412386239,1
288,-2,0.23607350863684065,0.12244943742241178,1
289,-35,0.23489314109365644,0.11893894635140896,1
290,-1,0.23371867538818816,0.14830234704109338,1
291,-31,0.23255008201124722,0.8371010661125183,1
292,-380,0.231387331601191,0.2752726339548826,0
293,-326,0.23023039494318503,0.14489587098360063,0
294,-27,0.2290792429684691,0.12427183808315367,1
295,-425,0.22793384675362674,0.11430874487385154,0
296,-133,0.22679417751985861,0.09473731024907185,1
297,-15,0.22566020663225933,0.0903354769365655,1
298,-362,0.22453190559909803,0.09872833281755447,0
299,-5,0.22340924607110255,0.09384735509314958,1
300,-12,0.22229219984074702,0.06957374649743239,1
301,11,0.2211807388415433,1.0513653337955475,1
302,-8,0.22007483514733558,0.5981416389346123,1
303,-290,0.2189744609715989,0.21838706748560072,0
304,-335,0.2178795886667409,0.11053865220397711,0
305,2,0.2167901907234072,0.1140203021466732,1
306,9,0.21570623976979014,0.10638500408579905,1
307,-1,0.21462770857094118,0.1139876043254679,1
308,-317,0.21355457002808648,0.09524054457433521,0
309,-344,0.21248679717794605,0.08593773902393878,0
310,0,0.21142436319205632,0.08501105351994435,1
311,-150,0.21036724137609603,0.36358762400017847,1
312,8,0.20931540516921554,0.1742271947172972,1
313,-299,0.20826882814336947,0.13343358743935824,0
314,-2,0.20722748400265262,0.08686294459870883,1
315,-27,0.20619134658263935,0.09990385423103969,1
316,6,0.20516038984972615,0.1106619119644165,1
317,-20,0.2041345879004775,0.10239414258727006,1
318,-290,0.2031139149609751,0.08739556684158742,0
319,12,0.20209834538617025,0.09196825118528472,1
320,-5,0.2010878536592394,0.07960901562781895,1
321,-6,0.2000824143909432,0.676486998796463,1
322,-362,0.19908200231898848,0.1738215182721615,0
323,10,0.19808659230739353,0.10952029715884816,1
324,-14,0.19709615934585656,0.1157596518888193,1
325,8,0.19611067854912728,0.10542772968228047,1
326,-299,0.19513012515638165,0.09544733731076122,0
327,8,0.19415447453059972,0.08003314584493637,1
328,-13,0.19318370215794672,0.08125853817909956,1
329,-3,0.192217783647157,0.08304594953854878,1
330,-254,0.1912566947289212,0.07578008807264268,0
331,-70,0.1903004112552766,0.27396129129024654,1
332,-9,0.18934890919900021,0.13127427654606955,1
333,-5,0.18840216465300522,0.11258688525241964,1
334,11,0.18746015382974018,0.12597989588975905,1
335,-299,0.1865228530605915,0.08759134695865214,0
336,-8,0.18559023879528855,0.07386731627312573,1
337,-3,0.1846622876013121,0.08333769924938679,1
338,6,0.18373897616330553,0.07457832371195157,1
339,-1,0.182820281282489,0.07011582988959092,1
340,-308,0.18190617987607657,0.07245258630253375,0
341,5,0.18099664897669618,0.5798042453825474,1
342,-23,0.1800916657318127,0.2997235655784607,1
343,-26,0.17919120740315364,0.17762948238644108,1
344,-20,0.17829525136613786,0.1367707874463952,1
345,1,0.17740377510930716,0.14087631485678934,1
346,5,0.17651675623376062,0.1262899055145681,1
347,13,0.1756341724525918,0.10279744490981102,1
348,-7,0.17475600159032884,0.10884465865398708,1
349,10,0.17388222158237718,0.09989775920456107,1
350,1,0.1730128104744653,0.10066270015456459,1
351,2,0.17214774642209296,0.7104419291019439,1
352,3,0.1712870076899825,0.42653397222359973,1
353,-30,0.17043057265153258,0.25933938349286717,1
354,-4,0.16957841978827493,0.18161430303007364,1
355,2,0.16873052768933355,0.15610928013920783,1
356,10,0.1678868750508869,0.1575684188441797,1
357,12,0.16704744067563246,0.14295743736955854,1
358,-20,0.1662122034722543,0.14005004776560742,1
359,-254,0.16538114245489302,0.09287943979725241,0
360,0,0.16455423674261854,0.07724209222942591,1
361,3,0.16373146555890544,0.5469431512885623,1
362,-326,0.16291280823111093,0.13181485939770937,0
363,-2,0.16209824418995536,0.07181221862202106,1
364,1,0.16128775296900558,0.07330546663566069,1
365,-14,0.16048131420416054,0.07776737366529073,1
366,-10,0.15967890763313974,0.0743590613657778,1
367,-5,0.15888051309497406,0.08392977780278991,1
368,-4,0.1580861105294992,0.06934840301983058,1
369,-10,0.1572956799768517,0.06746785743878438,1
370,-3,0.15650920157696743,0.064369002978007,1
371,8,0.1557266555690826,0.41336939655817473,1
372,-29,0.1549480222912372,0.2176363840699196,1
373,-317,0.15417328217978102,0.08889381904155017,0
374,8,0.1534024157688821,0.06618671033244866,1
375,-281,0.1526354036900377,0.0535891218855977,0
376,-9,0.1518722266715875,0.05139818060256186,1
377,-2,0.15111286553822956,0.048862317843096595,1
378,-5,0.15035730121053842,0.04756115804262021,1
379,-290,0.14960551470448571,0.045431486465968195,0
380,7,0.14885748713096328,0.03519205103761384,1
381,-272,0.14811319969530845,0.09648260166868568,0
382,1,0.1473726336968319,0.04786633681505918,1
383,-254,0.14663577052834775,0.04707997153978795,0
384,-40,0.14590259167570602,0.040729936435818674,1
385,-5,0.1451730787173275,0.044612758299883676,1
386,2,0.14444721332374086,0.044113532787090855,1
387,-11,0.14372497725712216,0.041062785231548805,1
388,-8,0.14300635237083656,0.04214348415844142,1
389,-7,0.14229132060898236,0.04297566987378033,1
390,-28,0.14157986400593744,0.04248647709292444,1
391,-128,0.14087196468590776,0.10099129039136802,1
392,-2,0.14016760486247823,0.05101125221699476,1
393,6,0.13946676683816583,0.054558662697672844,1
394,-317,0.138769433003975,0.045476481569930914,0
395,-299,0.13807558583895513,0.03861621505348012,0
396,10,0.13738520790976036,0.04136944816193797,1
397,1,0.13669828187021155,0.02436013257300312,1
398,14,0.13601479046086049,0.052159541685666354,1
399,8,0.1353347165085562,0.042023286796533145,1
400,9,0.1346580429260134,0.03243362857028842,1
401,2,0.13398475271138335,0.13132262504414507,1
402,-44,0.13331482894782642,0.08219789434224367,1
403,-11,0.13264825480308728,0.06606230272778443,1
404,4,0.13198501352907185,0.04348113760352135,1
405,-10,0.1313250884614265,0.05752196850684973,1
406,1,0.13066846301911936,0.045530497655272485,1
407,6,0.13001512070402377,0.04742942526936531,1
408,5,0.12936504510050365,0.04670860688202083,1
409,-5,0.12871821987500112,0.04994166751994806,1
410,6,0.12807462877562611,0.04116788183649381,1
411,-290,0.12743425563174798,0.056054974077269434,0
412,11,0.12679708435358925,0.04548493679612875,1
413,6,0.1261630989318213,0.0417206605275472,1
414,-299,0.1255322834371622,0.03971533223986626,0
415,8,0.12490462201997637,0.05312528762106712,1
416,-1,0.1242800989098765,0.03273885976523161,1
417,-3,0.12365869841532712,0.03188077984377742,1
418,8,0.12304040492325048,0.03248372355189461,1
419,-17,0.12242520289863423,0.03675760892219841,1
420,11,0.12181307688414106,0.03673099535517395,1
421,10,0.12120401149972035,0.1203178113157099,1
422,-326,0.12059799144222175,0.04323699687141925,0
423,-263,0.11999500148501063,0.03900781132047996,0
424,13,0.11939502647758558,0.02818580827442929,1
425,10,0.11879805134519765,0.03570789229971441,1
426,7,0.11820406108847166,0.030697795529184595,1
427,11,0.1176130407830293,0.04370725196786225,1
428,5,0.11702497557911415,0.02702254691394046,1
429,-245,0.11643985070121858,0.0358732682839036,0
430,-281,0.11585765144771248,0.035981465696822854,0
431,-18,0.11527836319047392,0.10634364471549079,1
432,-1,0.11470197137452155,0.06337988478216258,1
433,9,0.11412846151764894,0.059828780281047024,1
434,-245,0.1135578192100607,0.03991878490895033,0
435,4,0.11299003011401039,0.03909514636239585,1
436,2,0.11242507996344034,0.04081601073573295,1
437,-299,0.11186295456362313,0.0366375135909766,0
438,9,0.11130363979080501,0.03667211924524357,1
439,11,0.11074712159185099,0.029286410287022592,1
440,7,0.11019338598389174,0.036758611943306665,1
441,-263,0.10964241905397228,0.056979139330796895,0
442,-272,0.10909420695870241,0.038521675997180864,0
443,-16,0.1085487359239089,0.04337449457594439,1
444,-5,0.10800599224428936,0.043492524227237,1
445,10,0.10746596228306791,0.04854855618693612,1
446,-263,0.10692863247165257,0.03612368406262249,0
447,-254,0.1063939893092943,0.03587405478814617,0
448,-218,0.10586201936274783,0.038674195416970175,0
449,-254,0.10533270926593409,0.038521596677601334,0
450,11,0.10480604571960442,0.037418901920318604,1
451,-254,0.1042820154910064,0.06071061082649976,0
452,-218,0.10376060541355137,0.04191357153467834,0
453,7,0.1032418023864836,0.0495601873844862,1
454,-290,0.10272559337455119,0.041390239655738695,0
455,-3,0.10221196540767843,0.05445026943149666,1
456,12,0.10170090558064004,0.044538788290487394,1
457,3,0.10119240105273684,0.032008855202649206,1
458,-227,0.10068643904747315,0.03782829135656357,0
459,1,0.10018300685223579,0.033263799059204756,1
460,6,0.0996820918179746,0.0389025215835621,1
461,6,0.09918368135888474,0.1472451503078143,1
462,10,0.09868776295209031,0.09373918615958908,1
463,-236,0.09819432413732986,0.05001624215161428,0
464,-12,0.09770335251664321,0.042442375763008994,1
465,-8,0.09721483575406,0.04751804484985769,1
466,-263,0.09672876157528969,0.040748256430961194,0
467,7,0.09624511776741324,0.04601991855140243,1
468,4,0.09576389217857617,0.03781921200125533,1
469,-245,0.09528507271768329,0.04115794415120035,0
470,4,0.09480864735409487,0.03144424512763234,1
471,-236,0.0943346041173244,0.061892566203605386,0
472,10,0.09386293109673778,0.04267534004016356,1
473,-227,0.09339361644125409,0.0446102326316759,0
474,-1,0.09292664835904782,0.035938148136035755,1
475,-6,0.09246201511725258,0.04202762393591305,1
476,4,0.09199970504166631,0.038724656490718615,1
477,6,0.09153970651645797,0.0455130722373724,1
478,7,0.09108200798387568,0.03500820854346135,1
479,-4,0.0906265979439563,0.04174377598974388,1
480,-218,0.09017346495423652,0.04059490430750884,0
481,-254,0.08972259762946533,0.05982319262810051,0
482,-7,0.089273984641318,0.04632637196367508,1
483,4,0.0888276147181114,0.046525125720483416,1
484,6,0.08838347664452084,0.05760600008070469,1
485,-6,0.08794155926129824,0.039934998714468546,1
486,-1,0.08750185146499175,0.04919273710738008,1
487,-236,0.08706434220766679,0.04264618887798861,0
488,-245,0.08662902049662846,0.04557992862653919,0
489,5,0.08619587539414532,0.04392773762810975,1
490,3,0.08576489601717459,0.05051287325719992,1
491,7,0.08533607153708872,0.1397356398935829,1
492,14,0.08490939117940327,0.10984812144722257,1
493,-1,0.08448484422350626,0.11576448724820064,1
494,6,0.08406242000238873,0.06916248972217241,1
495,5,0.08364210790237678,0.051216484513133764,1
496,2,0.0832238973628649,0.05943413196425689,1
497,12,0.08280777787605056,0.04821902192715141,1
498,-200,0.08239373898667031,0.047616565939970316,0
499,-3,0.08198177029173696,0.05485396608710289,1
500,10,0.08157186144027828,0.049198515035889366,1
501,11,0.0811640021330769,0.14327366128563881,1
502,-11,0.08075818212241151,0.11021974070795945,1
503,6,0.08035439121179945,0.07744233161211014,1
504,9,0.07995261925574046,0.07182587450370193,1
505,6,0.07955285615946175,0.05839557020614545,1
506,-5,0.07915509187866444,0.06994544046328348,1
507,12,0.07875931641927113,0.055820046458393335,1
508,1,0.07836551983717477,0.03956159651279449,1
509,4,0.07797369223798889,0.04320226053652518,1
510,-236,0.07758382377679894,0.04593903163447976,0
511,4,0.07719590465791494,0.11037681207937353,1
512,-3,0.07680992513462537,0.06999869768818219,1
513,2,0.07642587550895225,0.06458441741568477,1
514,4,0.07604374613140748,0.04816251971265849,1
515,-17,0.07566352740075044,0.049175770254805684,1
516,-13,0.07528520976374668,0.0473035502654966,1
517,6,0.07490878371492794,0.05999879650771618,1
518,-218,0.0745342397963533,0.04835869999602437,0
519,-4,0.07416156859737154,0.04231222998350859,1
520,-227,0.07379076075438468,0.04942555309273303,0
521,-245,0.07342180695061275,0.06930278867250309,0
522,6,0.07305469791585968,0.05263611373181144,1
523,6,0.07268942442628039,0.037439032488813,1
524,9,0.07232597730414898,0.05671525680615256,1
525,9,0.07196434741762824,0.04215616100312521,1
526,-227,0.0716045256805401,0.05122979081817903,0
527,1,0.0712465030521374,0.06042291899211705,1
528,5,0.0708902705368767,0.058165685812127776,1
529,7,0.07053581918419231,0.047317136478211196,1
530,-245,0.07018314008827135,0.05125983115285635,0
531,-236,0.06983222438783,0.07432640457525849,0
532,11,0.06948306326589085,0.047848391067236665,1
533,11,0.0691356479495614,0.06890996918082237,1
534,6,0.06878996970981359,0.05070106672743956,1
535,4,0.06844601986126451,0.058075883644906914,1
536,3,0.06810378976195819,0.04464428615756333,1
537,-2,0.0677632708131484,0.0540825801435858,1
538,11,0.06742445445908266,0.047513761464506386,1
539,8,0.06708733218678724,0.04980469265809426,1
540,-236,0.0667518955258533,0.05441360471770167,0
541,-227,0.06641813604822402,0.0661624310235493,0
542,-5,0.0660860453679829,0.05956977052504525,1
543,5,0.06575561514114299,0.04789145942777395,1
544,12,0.06542683706543727,0.08703852734631962,1
545,-245,0.06509970288011008,0.05024568305001594,0
546,11,0.06477420436570952,0.06321209548041225,1
547,14,0.06445033334388098,0.06409714178049139,1
548,-2,0.06412808167716157,0.06058747387890305,1
549,11,0.06380744126877576,0.06922798971645534,1
550,-218,0.06348840406243188,0.05642149712191895,0
551,-218,0.06317096204211972,0.0703034863830544,0
552,8,0.06285510723190912,0.053244015775047816,1
553,-6,0.06254083169574957,0.06199336422745277,1
554,6,0.062228127537270826,0.07063704784959554,1
555,0,0.06191698689958447,0.04693839202324549,1
556,7,0.061607401965086545,0.05235671564670546,1
557,-218,0.06129936495526111,0.06206457803957164,0
558,11,0.0609928681304848,0.044136213278397916,1
559,-218,0.060687903789832374,0.05889522454352118,0
560,9,0.06038446427088321,0.05717632834178706,1
561,6,0.06008254194952879,0.15501756543914477,1
562,0,0.05978212923978115,0.09810229918609063,1
563,11,0.05948321859358224,0.0910066969692707,1
564,-34,0.05918580250061433,0.08260652540545714,1
565,9,0.058889873488111255,0.04886920664769908,1
566,6,0.058595424120670696,0.054256894066929816,1
